Disease ID	Name	Mnemonic	Description
DI-02882	Li-Fraumeni syndrome 2	LFS2	A highly penetrant familial cancer syndrome that in its classic form is defined by the existence of a proband affected by a sarcoma before 45 years with a first degree relative affected by any tumor before 45 years and another first degree relative with any tumor before 45 years or a sarcoma at any age. Other clinical definitions for LFS have been proposed (PubMed:8118819 and PubMed:8718514) and called Li-Fraumeni like syndrome (LFL). In these families affected relatives develop a diverse set of malignancies at unusually early ages. Four types of cancers account for 80% of tumors occurring in TP53 germline mutation carriers: breast cancers, soft tissue and bone sarcomas, brain tumors (astrocytomas) and adrenocortical carcinomas. Less frequent tumors include choroid plexus carcinoma or papilloma before the age of 15, rhabdomyosarcoma before the age of 5, leukemia, Wilms tumor, malignant phyllodes tumor, colorectal and gastric cancers.
DI-01906	LIG4 syndrome	LIG4S	Characterized by immunodeficiency and developmental and growth delay. Patients display unusual facial features, microcephaly, growth and/or developmental delay, pancytopenia, and various skin abnormalities.
DI-01908	Limb pelvis hypoplasia aplasia syndrome	LPHAS	A syndrome of severe deficiency of the extremities due to hypo- or aplasia of one or more long bones of one or more limbs. Pelvic manifestations include hip dislocation, hypoplastic iliac bone and aplastic pubic bones. Thoracic deformity, unusual facies and genitourinary anomalies can be present.
DI-00655	Limb-girdle muscular dystrophy 1A	LGMD1A	An autosomal dominant degenerative myopathy with onset within a mean age of 28 years. Characterized by progressive skeletal muscle weakness of the hip and shoulder girdles, later progressing to include distal weakness, as well as a distinctive dysarthric pattern of speech. Affected muscle exhibits disorganization and streaming of the Z-line.
DI-00656	Limb-girdle muscular dystrophy 1B	LGMD1B	An autosomal dominant degenerative myopathy with age-related atrioventricular cardiac conduction disturbances, dilated cardiomyopathy, and the absence of early contractures. Characterized by slowly progressive skeletal muscle weakness of the hip and shoulder girdles. Muscle biopsy shows mild dystrophic changes.
DI-00657	Limb-girdle muscular dystrophy 1C	LGMD1C	A degenerative myopathy characterized by calf hypertrophy and mild to moderate proximal muscle weakness. Inheritance can be autosomal dominant or recessive.
DI-03434	Limb-girdle muscular dystrophy 1E	LGMD1E	An autosomal dominant myopathy characterized by adult onset of proximal muscle weakness, beginning in the hip girdle region and later progressing to the shoulder girdle region.
DI-04143	Limb-girdle muscular dystrophy 1F	LGMD1F	An autosomal dominant myopathy characterized by proximal muscle weakness primarily affecting the lower limbs, but also affecting the upper limbs in most patients. Affected individuals also have distal muscle weakness of the hands and lower leg muscles. The disease has generally a benign clinical course but some individuals with childhood or juvenile onset manifest severe widespread myopathy, leading to wheelchair dependency and respiratory insufficiency. Muscle biopsy shows dystrophic changes with abnormal nuclei, rimmed vacuoles, and filamentous inclusions.
DI-04211	Limb-girdle muscular dystrophy 1G	LGMD1G	An autosomal dominant degenerative myopathy characterized by slowly progressive wasting and weakness of the proximal muscles of arms and legs around the pelvic or shoulder girdles, elevated creatine kinase levels and dystrophic features on muscle biopsy. LGMD1G is characterized by a mild late-onset and is associated with progressive fingers and toes flexion limitation. Affected individuals may also develop cataracts before age 50.
DI-00658	Limb-girdle muscular dystrophy 2A	LGMD2A	An autosomal recessive degenerative myopathy characterized by progressive symmetrical atrophy and weakness of the proximal limb muscles and elevated serum creatine kinase. The symptoms usually begin during the first two decades of life, and the disease gradually worsens, often resulting in loss of walking ability 10 or 20 years after onset.
DI-00659	Limb-girdle muscular dystrophy 2B	LGMD2B	An autosomal recessive degenerative myopathy characterized by weakness and atrophy starting in the proximal pelvifemoral muscles, with onset in the late teens or later, massive elevation of serum creatine kinase levels and slow progression. Scapular muscle involvement is minor and not present at onset. Upper limb girdle involvement follows some years after the onset in lower limbs.
DI-00660	Limb-girdle muscular dystrophy 2C	LGMD2C	An autosomal recessive degenerative myopathy characterized by rapidly progressive muscle wasting from early childhood with loss of independent ambulation around age 12 years, dystrophic pattern on muscle biopsy, absence of gamma-sarcoglycan and normal dystrophin immunostaining.
DI-00661	Limb-girdle muscular dystrophy 2D	LGMD2D	An autosomal recessive degenerative myopathy characterized by progressive muscle wasting from early childhood with loss of independent ambulation by teenage years. Muscle biopsy shows necrosis, decreased immunostaining for alpha sarcoglycan, and adhalin deficiency.
DI-00662	Limb-girdle muscular dystrophy 2E	LGMD2E	An autosomal recessive degenerative myopathy characterized by pelvic and shoulder muscle wasting, onset usually in childhood and variable progression rate.
DI-00663	Limb-girdle muscular dystrophy 2F	LGMD2F	An autosomal recessive degenerative myopathy initially affecting the proximal limb girdle musculature. Muscle from patients shows a complete loss of delta-sarcoglycan as well as of the others components of the sarcoglycan complex.
DI-00664	Limb-girdle muscular dystrophy 2G	LGMD2G	An autosomal recessive degenerative myopathy characterized by proximal and distal muscle weakness and atrophy in the limbs, dystrophic changes on muscle biopsy, and absence of telethonin. Cardiac muscle is involved in a subset of patients.
DI-00665	Limb-girdle muscular dystrophy 2H	LGMD2H	An autosomal recessive degenerative myopathy characterized by pelvic girdle, shoulder girdle and quadriceps muscle weakness. Clinical phenotype and severity are highly variable. Disease progression is slow and most patients remain ambulatory into the sixth decade of life.
DI-00667	Limb-girdle muscular dystrophy 2J	LGMD2J	An autosomal recessive degenerative myopathy characterized by progressive weakness of the pelvic and shoulder girdle muscles. Severe disability is observed within 20 years of onset.
DI-02703	Limb-girdle muscular dystrophy 2L	LGMD2L	An autosomal recessive degenerative myopathy characterized by proximal weakness, weakness of the hip and shoulder girdles and prominent asymmetrical quadriceps femoris and biceps brachii atrophy.
DI-03000	Limb-girdle muscular dystrophy 2Q	LGMD2Q	A form of limb-girdle muscular dystrophy characterized by early childhood onset of proximal muscle weakness. Limb-girdle muscular dystrophies are characterized by proximal weakness, weakness of the hip and shoulder girdles and prominent asymmetrical quadriceps femoris and biceps brachii atrophy.
DI-03820	Limb-girdle muscular dystrophy 2R	LGMD2R	A form of limb-girdle muscular dystrophy, a disease characterized by proximal weakness, weakness of the hip and shoulder girdles and prominent asymmetrical quadriceps femoris and biceps brachii atrophy.
DI-03850	Limb-girdle muscular dystrophy 2S	LGMD2S	A form of limb-girdle muscular dystrophy characterized by proximal muscle weakness with childhood onset, resulting in gait abnormalities and scapular winging. Serum creatine kinase is increased. A subset of patients may show a hyperkinetic movement disorder with chorea, ataxia, or dystonia and global developmental delay.
